fault_source_id|fault_summary_id|aseismic_slip_factor|compiler_id|completion_id|contributor_id|dip|dip_dir|last_movement|length|lower_sm_depth|magnitude|name|recurrence_interval|slip_rate|slip_type_id|upper_sm_depth|created_date|modified_date|tectonic_region|area|width|geom|compiler_name|contributor_name|pref_magnitude|pref_dip|pref_slip_rate|pref_length|pref_width|pref_area|pref_lsd|pref_usd|pref_recint|slip_type
4116||0.00|576||585|(40,60,50)|313||(4.95569205455,15.17164819555,13.7924074505)|(7,9,8)|(,,6.31572130433393)|Domino 02|(,,13830)|(0.0372462220366569,0.0744924440733139,6.31572130433393)|204|(,,0)|2011-08-29|2011-08-29||(40.0563819840146,212.426051315048,144.037673786588)|(8.08290376865476,14.0015144417437,10.4432583146582)|POLYGON((176.76974916 -37.53548604,176.84333316 -37.59833304,176.73000012 -37.68166701,176.65633404 -37.61882001,176.76974916 -37.53548604))|Nicola Litchfield|Mark Stirling|6.31572130433393|50|6.31572130433393|13.7924074505|10.4432583146582|144.037673786588|8|0|13830|Normal
4117||0.00|576||585|(55,75,65)|240||(4.95569205455,49.5,45)|(11,13,12)|(,,7.13222037474128)|Double Hill|(,,10446)|(0.0372462220366569,0.0744924440733139,7.13222037474128)|202|(,,0)|2011-08-29|2011-08-29||(56.4356093567543,785.568447867997,595.824076239746)|(11.3880379845109,15.8700696538989,13.2405350275499)|POLYGON((171.01693584 -43.35233202,171.06833304 -43.28666703,171.30833316 -43.28666703,171.42000012 -43.31999997,171.46666692 -43.38,171.45833292 -43.44833304,171.40679784 -43.51399803,171.41519088 -43.44566499,171.36857484 -43.38566496,171.25693596 -43.35233202,171.01693584 -43.35233202))|Nicola Litchfield|Mark Stirling|7.13222037474128|65|7.13222037474128|45|13.2405350275499|595.824076239746|12|0|10446|Reverse
4118||0.00|576||585|(50,70,60)|310||(42.3,51.7,47)|(14,18,16)|(,,7.25385671122101)|Dry River - Huangarua|(,,4676)|(0.4,1,7.25385671122101)|202|(,,0)|2011-08-29|2011-08-29||(630.206076860235,1214.81202345262,868.334804861197)|(14.8984888146628,23.497331207981,18.475208614068)|POLYGON((175.48457184 -41.07457296,175.60000008 -41.15833299,175.56500016 -41.21833302,175.52333304 -41.24333304,175.47000012 -41.25833298,175.37500008 -41.31999999,175.33166688 -41.36666697,175.21833312 -41.45666697,175.10237604 -41.37290703,175.21587 -41.28290703,175.259286 -41.23623996,175.35439512 -41.17457304,175.40775504 -41.15957301,175.44946608 -41.13457299,175.48457184 -41.07457296))|Nicola Litchfield|Mark Stirling|7.25385671122101|60|7.25385671122101|47|18.475208614068|868.334804861197|16|0|4676|Reverse
4119||0.00|576||585|(50,70,60)|45||(25.2,30.8,28)|(10,14,12)|(,,6.87064445135748)|Dryburgh|(,,325002)|(0.001,0.06,6.87064445135748)|202|(,,0)|2011-08-29|2011-08-29||(268.17279866393,562.891623160079,387.979380895429)|(10.6417777247591,18.2757020506519,13.856406460551)|POLYGON((170.65255788 -44.71119,170.54833284 -44.76333303,170.343333 -44.55666702,170.44718688 -44.50452399,170.65255788 -44.71119))|Nicola Litchfield|Mark Stirling|6.87064445135748|60|6.87064445135748|28|13.856406460551|387.979380895429|12|0|325002|Reverse
4120||0.00|576||585|(45,70,60)|320||(56.7,69.3,63)|(13,17,15)|(,,7.40482781751133)|Dunstan|(,,6964)|(0.32,1.39,7.40482781751133)|202|(,,0)|2011-08-29|2011-08-29||(784.405436091995,1666.08499783174,1091.19200876839)|(13.8343110421869,24.0416305603426,17.3205080756888)|POLYGON((169.10588484 -45.15524901,169.15596696 -45.12191499,169.19939484 -45.08358201,169.21780596 -45.05191497,169.33464108 -44.98358202,169.56166212 -44.83858203,169.64355384 -44.74524897,169.78333284 -44.83666701,169.70166684 -44.92999998,169.47500004 -45.07499997,169.35833304 -45.14333301,169.34000004 -45.17499996,169.29666684 -45.21333303,169.24666716 -45.24666696,169.10588484 -45.15524901))|Nicola Litchfield|Mark Stirling|7.40482781751133|60|7.40482781751133|63|17.3205080756888|1091.19200876839|15|0|6964|Reverse
4121||0.00|576||585|(40,60,50)|300||(17.1,20.9,19)|(6,10,8)|(,,6.50074228926726)|Edgecumbe 1987|(,,483)|(1.5,3,6.50074228926726)|204|(,,0)|2011-08-29|2011-08-29||(118.472275237711,325.146279813826,198.421907978506)|(6.92820323027551,15.5572382686041,10.4432583146582)|POLYGON((176.80126284 -37.89524403,176.87000016 -37.961667,176.84666712 -37.98,176.82833304 -38.00166696,176.80166712 -38.01666699,176.76166716 -38.03166702,176.741667 -38.051667,176.70166704 -38.07,176.63282784 -38.00357703,176.67284508 -37.98524403,176.69286396 -37.96524396,176.73287796 -37.95024402,176.75955792 -37.93524399,176.77791216 -37.91357703,176.80126284 -37.89524403))|Nicola Litchfield|Mark Stirling|6.50074228926726|50|6.50074228926726|19|10.4432583146582|198.421907978506|8|0|483|Normal
4122||0.00|576||585|(40,60,50)|300||(9.9,12.1,11)|(6,10,8)|(,,6.18505227126044)|Edgecumbe Offshore|(,,193)|(2.5,4,6.18505227126044)|204|(,,0)|2011-08-29|2011-08-29||(68.5892119797276,188.24258305011,114.875841461241)|(6.92820323027551,15.5572382686041,10.4432583146582)|POLYGON((176.89712904 -37.83472803,176.96499984 -37.90166697,176.87000016 -37.961667,176.80207284 -37.89472797,176.89712904 -37.83472803))|Nicola Litchfield|Mark Stirling|6.18505227126044|50|6.18505227126044|11|10.4432583146582|114.875841461241|8|0|193|Normal
4123||0.00|576||585|(80,90,90)|290||(36,44,40)|(10,14,12)|(,,7.03553415246903)|Esk|(,,5571)|(0.25,0.75,7.03553415246903)|209|(,,0)|2011-08-29|2011-08-29||(360,625.502792921619,480)|(10,14.2159725664004,12)|POLYGON((172.44504612 -42.77984301,172.46333304 -42.79333302,172.40500008 -42.86999997,172.35 -42.89666697,172.33499988 -42.92833302,172.278333 -42.97833297,172.13000004 -43.03666701,172.11164112 -43.023177,172.259991 -42.96484296,172.316673 -42.91484301,172.33168284 -42.88317696,172.38669084 -42.85650996,172.44504612 -42.77984301))|Nicola Litchfield|Mark Stirling|7.03553415246903|90|7.03553415246903|40|12|480|12|0|5571|Reverse-dextral
4124||0.00|576||585|(50,70,60)|305||(28.8,35.2,32)|(13,17,15)|(,,6.9925982404148)|Feilding Anticline|(,,7429)|(0.2,0.4,6.9925982404148)|202|(,,1)|2011-08-29|2011-08-29||(367.779838167675,735.205385351939,517.305841193905)|(12.7701332697109,20.8865166293165,16.1658075373095)|POLYGON((175.41400896 -40.18550301,175.50420516 -40.06883601,175.57594704 -40.02383601,175.62273408 -39.95217,175.73666688 -40.01166702,175.69000008 -40.08333303,175.61833308 -40.12833303,175.52833308 -40.24500003,175.41400896 -40.18550301))|Nicola Litchfield|Mark Stirling|6.9925982404148|60|6.9925982404148|32|16.1658075373095|517.305841193905|15|1|7429|Reverse
4125||0.00|576||585|(60,90,75)|220||(47.7,58.3,53)|(10,14,12)|(,,7.20852613809767)|Fern Gully|(,,6051)|(0.41,1.7,7.20852613809767)|202|(,,0)|2011-08-29|2011-08-29||(477,942.466579425145,658.435650740813)|(10,16.1658075373095,12.423314164921)|POLYGON((170.38934388 -44.86058901,170.35605612 -44.817255,170.30114784 -44.73225504,170.13124584 -44.64058896,170.02125684 -44.63058897,169.94135304 -44.54058897,170.00333316 -44.49666699,170.08333308 -44.58666699,170.19333288 -44.59666698,170.36333316 -44.68833297,170.41833288 -44.77333302,170.45166708 -44.81666703,170.38934388 -44.86058901))|Nicola Litchfield|Mark Stirling|7.20852613809767|75|7.20852613809767|53|12.423314164921|658.435650740813|12|0|6051|Reverse
4126||0.00|576||585|(80,90,90)|120||(13.5,16.5,15)|(3,7,5)|(,,6.36420137454406)|Fernside F28|(,,10000)|(,,6.36420137454406)|204|(,,0)|2011-08-29|2011-08-29||(40.5,117.281773672804,75)|(3,7.10798628320021,5)|POLYGON((178.10386092 -38.23212996,178.09499988 -38.22833304,178.17833304 -38.10833298,178.18717896 -38.11212999,178.10386092 -38.23212996))|Nicola Litchfield|Mark Stirling|6.36420137454406|90|6.36420137454406|15|5|75|5|0|10000|Normal
4128||0.00|576||585|(70,90,80)|140||(40.5,49.5,45)|(13,17,15)|(,,7.17277655175762)|Fiordland Margin 1 & 2|(,,62679)|(0.05,0.05,7.17277655175762)|212|(,,0)|2011-08-29|2011-08-29||(526.5,895.50559553848,685.412963022878)|(13,18.0910221320905,15.2313991782862)|POLYGON((167.040918 -44.90629299,167.00000004 -44.86666698,167.15000016 -44.80000002,167.29999992 -44.74999998,167.45000004 -44.63333298,167.49075312 -44.67295899,167.34083508 -44.78962599,167.19087096 -44.83962603,167.040918 -44.90629299))|Nicola Litchfield|Mark Stirling|7.17277655175762|80|7.17277655175762|45|15.2313991782862|685.412963022878|15|0|62679|Dextral-reverse
4131||0.00|576||585|(65,85,75)|310||(71.1,86.9,79)|(13,17,15)|(,,7.50426777568924)|Fisherman|(,,5502)|(0.6,1.2,7.50426777568924)|202|(,,0)|2011-08-29|2011-08-29||(927.830675841316,1630.02019968329,1226.80227378595)|(13.0496578880635,18.7574246223624,15.5291427061512)|POLYGON((174.508146 -41.07799098,174.59329896 -40.93799103,174.885264 -40.66132401,174.98212884 -40.47465798,175.05333288 -40.50666702,174.95666712 -40.69333296,174.66500016 -40.96999998,174.57999984 -41.11000002,174.508146 -41.07799098))|Nicola Litchfield|Mark Stirling|7.50426777568924|75|7.50426777568924|79|15.5291427061512|1226.80227378595|15|0|5502|Reverse
4132||0.00|576||585|(70,90,80)|140||(29.7,36.3,33)|(13,17,15)|(,,6.99317845322768)|Five Fingers|(,,7661)|(0.1,0.5,6.99317845322768)|204|(,,0)|2011-08-29|2011-08-29||(386.1,656.704103394885,502.636172883444)|(13,18.0910221320905,15.2313991782862)|POLYGON((166.22705304 -45.90519696,166.18333284 -45.86666697,166.26666708 -45.83333304,166.51666692 -45.68333301,166.56024312 -45.721863,166.310361 -45.87186303,166.22705304 -45.90519696))|Nicola Litchfield|Mark Stirling|6.99317845322768|80|6.99317845322768|33|15.2313991782862|502.636172883444|15|0|7661|Normal
4133||0.00|576||585|(90,90,90)|310||(47.7,58.3,53)|(10,14,12)|(,,7.1984886568328)|Fowlers|(,,7382)|(0.25,1,7.1984886568328)|205|(,,0)|2011-08-29|2011-08-29||(620.1,816.2,636)|(13,14,12)|POLYGON((173.07076608 -42.18657201,173.07256788 -42.19009398,172.84756896 -42.28509402,172.61090316 -42.331761,172.47923712 -42.35676102,172.47742992 -42.35323896,172.60909704 -42.32823903,172.845765 -42.28157196,173.07076608 -42.18657201))|Nicola Litchfield|Mark Stirling|7.1984886568328|90|7.1984886568328|53|12|636|12|0|7382|Dextral
4134||0.00|576||585|(45,70,60)|290||(45,55,50)|(10,14,12)|(,,7.20639374868254)|Fox Peak|(,,1979)|(0.43,3.46,7.20639374868254)|202|(,,0)|2011-08-29|2011-08-29||(478.87999761416,1088.94444302728,692.820323027551)|(10.6417777247591,19.7989898732233,13.856406460551)|POLYGON((170.72461116 -43.69512204,170.86666716 -43.72833303,170.84000016 -43.79499999,170.83166688 -43.86999996,170.69000004 -44.03166696,170.68166712 -44.14166703,170.53862112 -44.10845604,170.54722008 -43.99845597,170.68927392 -43.83678897,170.69778612 -43.761789,170.72461116 -43.69512204))|Nicola Litchfield|Mark Stirling|7.20639374868254|60|7.20639374868254|50|13.856406460551|692.820323027551|12|0|1979|Reverse
4135||0.00|576||585|(50,70,60)|320||(43.2,52.8,48)|(13,17,15)|(,,7.247362068074)|Gable End|(,,763)|(2.4476088766946,5.6132513441288,7.247362068074)|202|(,,0)|2011-08-29|2011-08-29||(597.642237022472,1171.73358290465,831.384387633061)|(13.8343110421869,22.1919239186487,17.3205080756888)|POLYGON((177.97154184 -38.66633298,178.01992404 -38.63466603,178.12668312 -38.574666,178.15510296 -38.51800002,178.32369708 -38.34633303,178.43333292 -38.42000001,178.26500016 -38.591667,178.23666708 -38.64833298,178.13000016 -38.70833301,178.08166692 -38.73999996,177.97154184 -38.66633298))|Nicola Litchfield|Mark Stirling|7.247362068074|60|7.247362068074|48|17.3205080756888|831.384387633061|15|0|763|Reverse
4136||0.00|576||585|(60,80,70)|100||(7.02,8.58,7.8)|(13,17,15)|(,,6.17152976532914)|Galpin|(,,13580)|(0.04,0.04,6.17152976532914)|204|(,,0)|2011-08-29|2011-08-29||(92.6678326006931,168.424620527998,124.508799379682)|(13.2005459545147,19.6299091524473,15.9626665871387)|POLYGON((175.51056996 -39.96305604,175.47566004 -40.02805602,175.38166692 -39.99833298,175.41666684 -39.933333,175.51056996 -39.96305604))|Nicola Litchfield|Mark Stirling|6.17152976532914|70|6.17152976532914|7.8|15.9626665871387|124.508799379682|15|0|13580|Normal
